mitra_id,kode_mitra,akun_id,diverifikasi_oleh_admin_id,lokasi_id,jenis_mitra_id,status_mitra_id,skala_kerjasama_id,nama_mitra,nama_badan_hukum,nib,npwp,nama_pic,jabatan_pic,kontak_pic,email_pic,alamat_mitra,wilayah_operasional,deskripsi_dukungan,logo_url,foto_cover_url,status_verified,is_deleted,deleted_at,archived_at,created_at,updated_at
MTR000141,MITRA-2026-00141,AKUN005391,ADM000170,LOK003244,JM04,AKTIF,KABUPATEN,Universitas Mandiri Sejahtera,Universitas Mandiri Sejahtera Mandiri,3184995745062,,Rambat Cahyani,Business Development,081340612700,kemitraan41.universitas-mandiri-sejahtera@ac.id,"Sentra UMKM Colomadu, Kios G123, kantor operasional Universitas Mandiri Sejahtera",Jawa-Bali,"Universitas Mandiri Sejahtera mendukung UMKM melalui klinik konsultasi, mentoring, kelas pelatihan pada bidang riset produk, digitalisasi, pelatihan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000141.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000141.webp,true,false,,,2025-12-10 17:25:32,2025-12-27 17:25:32
MTR000142,MITRA-2026-00142,AKUN005392,ADM000191,LOK003267,JM05,AKTIF,PROVINSI,Asosiasi Pasar Online Indonesia,Asosiasi Pasar Online Indonesia Mandiri,1387506110475,81.411.320.8-393.124,Fatih Amin,Koordinator Kemitraan,085195737630,asosiasi-pasar-online-indonesia.order@or.id,"Sentra UMKM Nusukan, Kios E24, kantor operasional Asosiasi Pasar Online Indonesia",Solo Raya,"Asosiasi Pasar Online Indonesia mendukung UMKM melalui mentoring, pendampingan konten, kemitraan penjualan pada bidang pelatihan, pendampingan bisnis, akses marketplace. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000142.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000142.webp,true,false,,,2025-11-20 22:13:27,2026-01-11 22:13:27
MTR000143,MITRA-2026-00143,AKUN005393,ADM000002,LOK003290,JM06,AKTIF,KABUPATEN,BPR Pasar Rakyat,BPR Pasar Rakyat Mandiri,1403749450178,11.545.208.9-205.862,Bahlil Mahardika,PIC CSR,0877603039017,bpr-pasar-rakyat143@ac.id,"Pasar Kartasura Los G-151, kantor operasional BPR Pasar Rakyat",Solo Raya,"BPR Pasar Rakyat berperan sebagai mitra pendamping yang menyediakan kurasi produk, mentoring, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000143.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000143.webp,true,false,,,2024-08-04 13:54:55,2024-10-08 13:54:55
MTR000144,MITRA-2026-00144,AKUN005394,ADM000101,LOK003313,JM04,AKTIF,KABUPATEN,Universitas Nusantara Berdaya,Universitas Nusantara Berdaya Mandiri,,,Khairunnisa Lahadalia,Kepala Divisi UMKM,08987913175,kemitraan-universitas-nusantara-berdaya@co.id,"Jl. Jenderal Sudirman Gang Pandan No. 52, kantor operasional Universitas Nusantara Berdaya",Solo Raya,"Universitas Nusantara Berdaya mendukung UMKM melalui kelas pelatihan, kurasi produk pada bidang pendampingan bisnis, riset produk, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000144.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000144.webp,true,false,,,2025-07-24 20:58:43,2025-07-29 20:58:43
MTR000145,MITRA-2026-00145,AKUN005395,ADM000046,LOK003336,JM02,AKTIF,PROVINSI,Rumah BUMN Sahabat Produk Lokal,Rumah BUMN Sahabat Produk Lokal Mandiri,,50.553.233.2-548.859,Hafizh Syahputra,Manajer Program,088132387101,kontak45.rumah-bumn-sahabat-produk-lokal@or.id,"Sentra UMKM Klewer, Kios H185, kantor operasional Rumah BUMN Sahabat Produk Lokal",Kabupaten/Kota,"Rumah BUMN Sahabat Produk Lokal berperan sebagai mitra pendamping yang menyediakan akses pameran, mentoring, dana hibah bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000145.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000145.webp,true,false,,,2025-06-19 04:05:26,2025-06-26 04:05:26
MTR000146,MITRA-2026-00146,AKUN005396,ADM000095,LOK003359,JM01,AKTIF,LOKAL,Dinas Sahabat UMKM,Dinas Sahabat UMKM Mandiri,1428993074362,,Nurul Susanti,Manajer Program,088876458833,sales-dinas-sahabat-umkm@ac.id,"Jl. Adi Sumarmo No. 116 RT 14/RW 03, kantor operasional Dinas Sahabat UMKM",Kabupaten/Kota,"Dinas Sahabat UMKM berperan sebagai mitra pendamping yang menyediakan kurasi produk, klinik konsultasi, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000146.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000146.webp,true,false,,,2024-09-21 23:50:08,2024-10-27 23:50:08
MTR000147,MITRA-2026-00147,AKUN005397,,LOK003382,JM06,NONAKTIF,LOKAL,Koperasi Logistik Prima,Koperasi Logistik Prima,1338269865648,21.256.263.4-473.842,Naufan Rachman,PIC CSR,08574661344,sales.koperasi-logistik-prima@mitra.id,"Jl. Veteran Kav. 57 Blok D, kantor operasional Koperasi Logistik Prima",Nasional,"Koperasi Logistik Prima membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, legalitas usaha, permodalan dengan bentuk dukungan pinjaman lunak, mentoring, konsultasi legal, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000147.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000147.webp,false,true,2026-11-24 01:09:06,,2024-12-15 01:09:06,2024-12-23 01:09:06
MTR000148,MITRA-2026-00148,AKUN005398,ADM000110,LOK003405,JM01,AKTIF,LOKAL,Badan Tumbuh Bersama,Badan Tumbuh Bersama Mandiri,3349499381786,22.591.344.5-225.817,Sriyono Utami,PIC CSR,089674812888,halo48.badan-tumbuh-bersama@co.id,"Jl. Lingkar Utara Gang Cempaka No. 168, kantor operasional Badan Tumbuh Bersama",Solo Raya,"Badan Tumbuh Bersama berperan sebagai mitra pendamping yang menyediakan kelas pelatihan, fasilitasi sertifikasi, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000148.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000148.webp,true,false,,,2025-09-16 03:14:43,2025-11-25 03:14:43
MTR000149,MITRA-2026-00149,AKUN005399,ADM000062,LOK003428,JM07,AKTIF,LOKAL,Marketplace Kampus Wirausaha,Marketplace Kampus Wirausaha Mandiri,1856403340351,87.432.455.6-386.377,Latifah Setiawan,Manajer Program,08779867384,kontak.marketplace-kampus-wirausaha@or.id,"Pasar Beringharjo Los E-51, kantor operasional Marketplace Kampus Wirausaha",Online Nasional,"Marketplace Kampus Wirausaha berperan sebagai mitra pendamping yang menyediakan kemitraan penjualan, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000149.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000149.webp,true,false,,,2026-03-27 06:51:16,2026-03-31 06:51:16
MTR000150,MITRA-2026-00150,AKUN005400,ADM000179,LOK003451,JM03,AKTIF,NASIONAL,CV Kolaborasi Karya,CV Kolaborasi Karya,2270220204775,70.309.545.7-714.385,Krisna Suryani,Manajer Program,0823929524172,kemitraan50.cv-kolaborasi-karya@or.id,"Jl. Veteran KM 6.7, RT 10/RW 06, kantor operasional CV Kolaborasi Karya",Jawa-Bali,"CV Kolaborasi Karya membuka program kolaborasi untuk UMKM pada bidang digitalisasi, desain kemasan dengan bentuk dukungan bantuan alat, pendampingan konten, klinik konsultasi, akses gudang.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000150.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000150.webp,true,false,,,2025-11-17 10:04:35,2025-11-26 10:04:35
MTR000151,MITRA-2026-00151,AKUN005401,ADM000021,LOK003474,JM01,AKTIF,PROVINSI,Badan Akselerasi Digital,Badan Akselerasi Digital Mandiri,2181106483263,50.512.386.8-526.083,Novi Hapsari,Koordinator Kemitraan,089955979715,info.badan-akselerasi-digital@co.id,"Jl. Ir. Soekarno No. 193 RT 04/RW 04, kantor operasional Badan Akselerasi Digital",Online Nasional,"Badan Akselerasi Digital mendukung UMKM melalui konsultasi legal, fasilitasi sertifikasi, pendampingan konten, kelas pelatihan pada bidang pelatihan, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000151.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000151.webp,true,false,,,2024-06-02 13:01:34,2024-07-11 13:01:34
MTR000152,MITRA-2026-00152,AKUN005402,ADM000041,LOK003497,JM06,AKTIF,KABUPATEN,Koperasi Riset dan Inovasi,Koperasi Riset dan Inovasi,1886142698678,61.289.421.9-601.028,Siti Afifan,Manajer Program,0813344515281,cs52.koperasi-riset-dan-inovasi@gmail.com,"Jl. S. Parman Gang Melati No. 187, kantor operasional Koperasi Riset dan Inovasi",Jawa Tengah,"Koperasi Riset dan Inovasi membuka program kolaborasi untuk UMKM pada bidang legalitas usaha, permodalan, pendampingan bisnis dengan bentuk dukungan klinik konsultasi, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000152.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000152.webp,true,false,,,2026-03-15 01:21:49,2026-04-04 01:21:49
MTR000153,MITRA-2026-00153,AKUN005403,ADM000119,LOK003520,JM02,AKTIF,LOKAL,Rumah BUMN Digital Niaga,Rumah BUMN Digital Niaga Mandiri,1398130920368,90.480.397.1-775.126,Yusuf Kusuma,Koordinator Kemitraan,081333875666,admin53.rumah-bumn-digital-niaga@ac.id,"Jl. Pemuda KM 9.1, RT 04/RW 09, kantor operasional Rumah BUMN Digital Niaga",Jawa-Bali,"Rumah BUMN Digital Niaga mendukung UMKM melalui mentoring, promosi digital pada bidang pemasaran, distribusi, permodalan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000153.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000153.webp,true,false,,,2025-03-08 08:00:03,2025-05-04 08:00:03
MTR000154,MITRA-2026-00154,AKUN005404,ADM000152,LOK003543,JM01,AKTIF,KABUPATEN,Dinas Akses Modal Mandiri,Dinas Akses Modal Mandiri Mandiri,1410883541830,75.287.328.2-377.472,Rizky Azzahra,Manajer Program,0895709337554,dinas-akses-modal-mandiri.admin@go.id,"Sentra UMKM Nusukan, Kios B222, kantor operasional Dinas Akses Modal Mandiri",Kabupaten/Kota,"Dinas Akses Modal Mandiri mendukung UMKM melalui konsultasi legal, klinik konsultasi, pendampingan konten pada bidang pelatihan, sertifikasi produk, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000154.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000154.webp,true,false,,,2025-07-11 15:59:14,2025-09-05 15:59:14
MTR000155,MITRA-2026-00155,AKUN005405,ADM000065,LOK003566,JM03,AKTIF,LOKAL,PT Konsultan Legal UMKM,PT Konsultan Legal UMKM,9121168544972,35.499.388.3-488.423,Maya Anggraini,Manajer Program,08957628691,pt-konsultan-legal-umkm155@mitra.id,"Kompleks Ruko Pasar Modern Blok G No. 189, kantor operasional PT Konsultan Legal UMKM",Kabupaten/Kota,"PT Konsultan Legal UMKM membuka program kolaborasi untuk UMKM pada bidang pemasaran, desain kemasan, distribusi dengan bentuk dukungan promosi digital, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000155.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000155.webp,true,false,,,2024-03-05 13:18:45,2024-03-25 13:18:45
MTR000156,MITRA-2026-00156,AKUN005406,ADM000233,LOK003589,JM05,AKTIF,KABUPATEN,Komunitas Kreasi Muda,Komunitas Kreasi Muda Mandiri,1832490301591,93.542.349.4-455.211,Rafi Wijayanti,Business Development,08531193132,cs-komunitas-kreasi-muda@ac.id,"Jl. Jenderal Sudirman No. 231 RT 03/RW 08, kantor operasional Komunitas Kreasi Muda",Online Nasional,"Komunitas Kreasi Muda mendukung UMKM melalui promosi digital, kurasi produk, akses pameran, klinik konsultasi pada bidang pemasaran, akses marketplace. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000156.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000156.webp,true,false,,,2024-11-10 00:42:45,2024-11-26 00:42:45
MTR000157,MITRA-2026-00157,AKUN005407,ADM000166,LOK003612,JM06,AKTIF,EKSPOR,BPR Pelatihan Wirausaha,BPR Pelatihan Wirausaha Mandiri,3336918133300,86.586.650.5-397.548,Mila Handayani,PIC CSR,085559960131,bpr-pelatihan-wirausaha157@corp.id,"Jl. Kyai Mojo No. 54 RT 14/RW 10, kantor operasional BPR Pelatihan Wirausaha",Solo Raya,"BPR Pelatihan Wirausaha mendukung UMKM melalui kurasi produk, pendampingan konten, pinjaman lunak, mentoring pada bidang pendampingan bisnis, legalitas usaha, permodalan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000157.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000157.webp,true,false,,,2025-04-13 11:03:07,2025-05-31 11:03:07
MTR000158,MITRA-2026-00158,AKUN005408,ADM000159,LOK003635,JM03,AKTIF,PROVINSI,PT UMKM Naik Kelas,PT UMKM Naik Kelas,,55.680.373.6-879.275,Rangga Wijaya,Manajer Program,08212314159,info-pt-umkm-naik-kelas@gmail.com,"Jl. Merpati Kav. 58 Blok C, kantor operasional PT UMKM Naik Kelas",Nasional,"PT UMKM Naik Kelas berperan sebagai mitra pendamping yang menyediakan akses gudang, pendampingan konten, promosi digital bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000158.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000158.webp,true,false,,,2024-04-18 03:19:23,2024-06-30 03:19:23
MTR000159,MITRA-2026-00159,AKUN005409,ADM000199,LOK003658,JM03,AKTIF,KABUPATEN,CV Kemitraan Lokal,CV Kemitraan Lokal,,,Hanif Haunan,Kepala Divisi UMKM,087894734103,halo.cv-kemitraan-lokal@go.id,"Jl. Kenanga KM 3.4, RT 06/RW 11, kantor operasional CV Kemitraan Lokal",Solo Raya,"CV Kemitraan Lokal berperan sebagai mitra pendamping yang menyediakan kemitraan penjualan, akses gudang, promosi digital bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000159.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000159.webp,true,false,,,2024-05-22 17:40:53,2024-07-30 17:40:53
MTR000160,MITRA-2026-00160,AKUN005410,ADM000211,LOK003681,JM03,AKTIF,NASIONAL,CV Logistik Rakyat,CV Logistik Rakyat,1869323606880,49.649.722.8-665.665,Nisa Hylmi,Kepala Divisi UMKM,08784288625,kontak.cv-logistik-rakyat@go.id,"Jl. Ahmad Yani No. 65 RT 01/RW 06, kantor operasional CV Logistik Rakyat",Kabupaten/Kota,"CV Logistik Rakyat membuka program kolaborasi untuk UMKM pada bidang desain kemasan, distribusi dengan bentuk dukungan pendampingan konten, promosi digital, bantuan alat.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000160.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000160.webp,true,false,,,2024-12-27 18:13:52,2025-02-04 18:13:52
MTR000161,MITRA-2026-00161,AKUN005411,ADM000184,LOK003704,JM01,AKTIF,KABUPATEN,UPT Bina Usaha,UPT Bina Usaha Mandiri,9177165261264,37.441.523.9-561.660,Yoeke Subianto,Business Development,087869792813,sales.upt-bina-usaha@gmail.com,"Jl. Melati Kav. 51 Blok G, kantor operasional UPT Bina Usaha",Online Nasional,"UPT Bina Usaha berperan sebagai mitra pendamping yang menyediakan kelas pelatihan, konsultasi legal bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000161.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000161.webp,true,false,,,2025-12-30 13:28:55,2026-02-28 13:28:55
MTR000162,MITRA-2026-00162,AKUN005412,,LOK003727,JM07,DITOLAK,LOKAL,PT Pangan Berdaya,PT Pangan Berdaya,1490230207415,28.405.541.1-037.528,Anindya Hermawan,Business Development,0888361827948,pt-pangan-berdaya162@gmail.com,"Pasar Pucangsawit Los G-208, kantor operasional PT Pangan Berdaya",Kabupaten/Kota,"PT Pangan Berdaya membuka program kolaborasi untuk UMKM pada bidang akses marketplace, pemasaran, digitalisasi, promosi digital dengan bentuk dukungan akses marketplace, kemitraan penjualan, pendampingan konten, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000162.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000162.webp,false,false,,,2026-03-17 13:53:19,2026-05-08 13:53:19
MTR000163,MITRA-2026-00163,AKUN005413,ADM000004,LOK003750,JM02,AKTIF,NASIONAL,PT Klinik Bisnis Rakyat,PT Klinik Bisnis Rakyat,9193601240705,,Angelina Hakim,Manajer Program,0881957270563,halo-pt-klinik-bisnis-rakyat@or.id,"Sentra UMKM Pucangsawit, Kios C48, kantor operasional PT Klinik Bisnis Rakyat",Jawa-Bali,"PT Klinik Bisnis Rakyat mendukung UMKM melalui klinik konsultasi, promosi digital, mentoring pada bidang pemasaran, permodalan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000163.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000163.webp,true,false,,,2024-10-24 19:42:43,2024-12-21 19:42:43
MTR000164,MITRA-2026-00164,AKUN005414,ADM000049,LOK003773,JM01,AKTIF,LOKAL,Badan Pusat Ekspor Pemula,Badan Pusat Ekspor Pemula Mandiri,1809513659067,68.596.808.3-114.757,Yoga Maharani,PIC CSR,082184607604,badan-pusat-ekspor-pemula164@go.id,"Jl. Mawar Kav. 128 Blok D, kantor operasional Badan Pusat Ekspor Pemula",Solo Raya,"Badan Pusat Ekspor Pemula mendukung UMKM melalui kurasi produk, fasilitasi sertifikasi, klinik konsultasi pada bidang sertifikasi produk, pelatihan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000164.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000164.webp,true,false,,,2024-09-27 03:27:33,2024-12-15 03:27:33
MTR000165,MITRA-2026-00165,AKUN005415,ADM000232,LOK003796,JM01,AKTIF,NASIONAL,Badan Sentra Pameran,Badan Sentra Pameran Mandiri,,81.460.578.4-786.510,Yuni Prasetyo,Manajer Program,0811621955824,badan-sentra-pameran.kontak@gmail.com,"Kompleks Ruko Mutiara Blok F No. 224, kantor operasional Badan Sentra Pameran",Jawa-Bali,"Badan Sentra Pameran membuka program kolaborasi untuk UMKM pada bidang sertifikasi produk, legalitas usaha, pelatihan, pendampingan bisnis dengan bentuk dukungan fasilitasi sertifikasi, klinik konsultasi, pendampingan konten, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000165.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000165.webp,true,false,,,2024-09-21 07:41:59,2024-11-06 07:41:59
MTR000166,MITRA-2026-00166,AKUN005416,ADM000068,LOK003819,JM04,AKTIF,NASIONAL,Universitas Ekspor Mandiri,Universitas Ekspor Mandiri Mandiri,1824199148148,,Febri Purnomo,Kepala Divisi UMKM,08573470397,usaha.universitas-ekspor-mandiri@co.id,"Sentra UMKM Nusukan, Kios F85, kantor operasional Universitas Ekspor Mandiri",Kabupaten/Kota,"Universitas Ekspor Mandiri berperan sebagai mitra pendamping yang menyediakan konsultasi legal, pendampingan konten, kelas pelatihan bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000166.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000166.webp,true,false,,,2024-04-14 15:51:37,2024-07-03 15:51:37
MTR000167,MITRA-2026-00167,AKUN005417,ADM000184,LOK003842,JM04,AKTIF,PROVINSI,Politeknik Kemasan Kreatif,Politeknik Kemasan Kreatif Mandiri,3140618495334,20.552.717.6-816.403,Adit Anwar,Business Development,08998709026,admin-politeknik-kemasan-kreatif@ac.id,"Jl. Pandanaran KM 8.9, RT 07/RW 07, kantor operasional Politeknik Kemasan Kreatif",Jawa Tengah,"Politeknik Kemasan Kreatif berperan sebagai mitra pendamping yang menyediakan pendampingan konten, klinik konsultasi, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000167.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000167.webp,true,false,,,2024-11-05 07:27:30,2024-12-11 07:27:30
MTR000168,MITRA-2026-00168,AKUN005418,ADM000216,LOK003865,JM05,AKTIF,KABUPATEN,Asosiasi Gerai Kurasi Produk,Asosiasi Gerai Kurasi Produk Mandiri,1848962949446,,Endang Basuki,Business Development,088145761215,cs.asosiasi-gerai-kurasi-produk@or.id,"Pasar Nusukan Los H-168, kantor operasional Asosiasi Gerai Kurasi Produk",Jawa-Bali,"Asosiasi Gerai Kurasi Produk membuka program kolaborasi untuk UMKM pada bidang pelatihan, pemasaran dengan bentuk dukungan akses pameran, promosi digital, kurasi produk, mentoring.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000168.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000168.webp,true,false,,,2024-07-26 00:28:13,2024-09-04 00:28:13
MTR000169,MITRA-2026-00169,AKUN005419,ADM000102,LOK003888,JM03,AKTIF,NASIONAL,PT Akselerator Pasar Digital,PT Akselerator Pasar Digital,,84.546.549.8-696.688,Mujiono Manggala,Business Development,085754155688,pt-akselerator-pasar-digital.sales@mitra.id,"Kompleks Ruko Niaga Kartasura Blok A No. 117, kantor operasional PT Akselerator Pasar Digital",Nasional,"PT Akselerator Pasar Digital mendukung UMKM melalui promosi digital, akses gudang, bantuan alat pada bidang distribusi, desain kemasan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000169.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000169.webp,true,false,,,2024-09-08 08:01:24,2024-10-13 08:01:24
MTR000170,MITRA-2026-00170,AKUN005420,ADM000092,LOK003911,JM09,AKTIF,NASIONAL,Inkubator Sinergi Nusantara,Inkubator Sinergi Nusantara Mandiri,1367547806074,85.666.601.9-034.700,Devi Praisylia,Kepala Divisi UMKM,082176679773,kontak-inkubator-sinergi-nusantara@gmail.com,"Sentra UMKM Klewer, Kios B195, kantor operasional Inkubator Sinergi Nusantara",Online Nasional,"Inkubator Sinergi Nusantara mendukung UMKM melalui kurasi produk, promosi digital, mentoring pada bidang digitalisasi, riset produk, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000170.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000170.webp,true,false,,,2025-01-25 05:34:51,2025-03-20 05:34:51
MTR000171,MITRA-2026-00171,AKUN005421,,LOK003934,JM11,MENUNGGU_VERIFIKASI,LOKAL,Koperasi Keuangan Rakyat,Koperasi Keuangan Rakyat,,44.426.719.1-863.466,Syifa Fauziah,PIC CSR,082154753940,koperasi-keuangan-rakyat.admin@co.id,"Kompleks Ruko Griya Usaha Blok A No. 222, kantor operasional Koperasi Keuangan Rakyat",Online Nasional,"Koperasi Keuangan Rakyat berperan sebagai mitra pendamping yang menyediakan kurasi produk, akses pameran, pinjaman lunak bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000171.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000171.webp,false,false,,,2024-03-10 11:13:03,2024-03-30 11:13:03
